setmana_epidemiologica,any,data_inici,data_final,codi_regio,nom_regio,codi_ambit,nom_ambit,sexe,grup_edat,index_socioeconomic,casos,poblacio
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,3,1.00,45749.00
31,2020,27/07/2020,02/08/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,2,2.00,3191.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,3,2.00,105057.00
35,2021,30/08/2021,05/09/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,4,1.00,4726.00
45,2020,02/11/2020,08/11/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27005.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,42881.00
34,2021,23/08/2021,29/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,1.00,13654.00
20,2020,11/05/2020,17/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,3.00,5749.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,6.00,19692.00
18,2020,27/04/2020,03/05/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,70 a 79,3,1.00,5932.00
52,2021,27/12/2021,02/01/2022,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,2.00,8954.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,18.00,7660.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,2.00,18650.00
31,2022,01/08/2022,07/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,3.00,18574.00
51,2020,14/12/2020,20/12/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,2.00,11926.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,9.00,32593.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,41127.00
28,2021,12/07/2021,18/07/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,45 a 59,3,1.00,38885.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,4,1.00,18661.00
35,2022,29/08/2022,04/09/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,1.00,10846.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,6.00,18414.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,4.00,7972.00
15,2020,06/04/2020,12/04/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,1.00,3331.00
12,2021,22/03/2021,28/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,2.00,15484.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,13.00,14788.00
30,2022,25/07/2022,31/07/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,2.00,6456.00
5,2021,01/02/2021,07/02/2021,64,GIRONA,6400,GIRONA,Home,70 a 79,3,6.00,17926.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21412.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,4,2.00,9364.00
25,2022,20/06/2022,26/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,3,2.00,15670.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14359.00
53,2020,28/12/2020,03/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,2,1.00,2301.00
51,2020,14/12/2020,20/12/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,4.00,27005.00
53,2020,28/12/2020,03/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,3.00,7296.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,117069.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,1.00,5029.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1.00,16680.00
43,2020,19/10/2020,25/10/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,2,1.00,1657.00
6,2022,07/02/2022,13/02/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,20032.00
33,2022,15/08/2022,21/08/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,2,1.00,16250.00
44,2022,31/10/2022,06/11/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,4,1.00,9095.00
7,2022,14/02/2022,20/02/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27587.00
43,2021,25/10/2021,31/10/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,1.00,34790.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,3.00,5029.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,3.00,20368.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,2.00,110305.00
37,2021,13/09/2021,19/09/2021,61,LLEIDA,6100,LLEIDA,Dona,80 o més,3,1.00,8954.00
14,2020,30/03/2020,05/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,1,16.00,2434.00
17,2021,26/04/2021,02/05/2021,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,1.00,20340.00
51,2020,14/12/2020,20/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,5.00,32593.00
48,2020,23/11/2020,29/11/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,3.00,5540.00
23,2020,01/06/2020,07/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,2.00,41127.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,1.00,107038.00
46,2020,09/11/2020,15/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,2,2.00,3331.00
16,2020,13/04/2020,19/04/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13608.00
19,2020,04/05/2020,10/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,3.00,14881.00
17,2021,26/04/2021,02/05/2021,64,GIRONA,6400,GIRONA,Home,60 a 69,4,1.00,17938.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,2.00,22375.00
26,2020,22/06/2020,28/06/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,1.00,7296.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,5.00,30874.00
28,2022,11/07/2022,17/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,3.00,4011.00
23,2022,06/06/2022,12/06/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,3.00,16721.00
6,2022,07/02/2022,13/02/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,70 a 79,3,1.00,14195.00
34,2021,23/08/2021,29/08/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10635.00
52,2020,21/12/2020,27/12/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,2.00,12844.00
30,2021,26/07/2021,01/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19604.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,4,1.00,20368.00
17,2020,20/04/2020,26/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,2,2.00,3424.00
29,2021,19/07/2021,25/07/2021,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,1.00,12404.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8957.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,5.00,9899.00
19,2020,04/05/2020,10/05/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,4,2.00,47246.00
24,2020,08/06/2020,14/06/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,15 a 44,2,1.00,15792.00
50,2020,07/12/2020,13/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,10.00,10782.00
50,2021,13/12/2021,19/12/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,1,1.00,14547.00
19,2022,09/05/2022,15/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,1.00,47677.00
44,2020,26/10/2020,01/11/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,3,5.00,20137.00
7,2021,15/02/2021,21/02/2021,64,GIRONA,6400,GIRONA,Home,45 a 59,4,1.00,39574.00
11,2021,15/03/2021,21/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,3,5.00,18442.00
35,2021,30/08/2021,05/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,2.00,32266.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,4,2.00,7606.00
52,2021,27/12/2021,02/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,2,1.00,26027.00
9,2021,01/03/2021,07/03/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,42426.00
42,2020,12/10/2020,18/10/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,4,1.00,5689.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,2.00,8893.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,4,1.00,8449.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,1.00,26783.00
24,2021,14/06/2021,20/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,2,1.00,16680.00
15,2020,06/04/2020,12/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,7.00,51182.00
49,2021,06/12/2021,12/12/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,4,1.00,14623.00
38,2020,14/09/2020,20/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,3.00,3975.00
44,2020,26/10/2020,01/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,2.00,9899.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,3,4.00,35283.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,1,3.00,18320.00
45,2022,07/11/2022,13/11/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,70 a 79,3,1.00,43721.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,1,2.00,11914.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,4.00,7167.00
44,2020,26/10/2020,01/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,3,1.00,16793.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8893.00
47,2020,16/11/2020,22/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,4,1.00,3563.00
39,2020,21/09/2020,27/09/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,2.00,8101.00
24,2022,13/06/2022,19/06/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,1.00,13683.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,2,5.00,35811.00
45,2020,02/11/2020,08/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,4,4.00,6186.00
18,2021,03/05/2021,09/05/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,70 a 79,3,3.00,34631.00
44,2020,26/10/2020,01/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,3.00,11926.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,5.00,10846.00
19,2020,04/05/2020,10/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,4,2.00,7599.00
30,2022,25/07/2022,31/07/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,60 a 69,4,1.00,11848.00
25,2021,21/06/2021,27/06/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,2,1.00,3224.00
3,2022,17/01/2022,23/01/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,70 a 79,3,1.00,42881.00
7,2022,14/02/2022,20/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,2,1.00,8957.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,3,7.00,10782.00
11,2021,15/03/2021,21/03/2021,61,LLEIDA,6100,LLEIDA,Dona,70 a 79,4,1.00,5040.00
8,2021,22/02/2021,28/02/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,2.00,21237.00
2,2021,11/01/2021,17/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,15.00,13844.00
51,2021,20/12/2021,26/12/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2755.00
49,2020,30/11/2020,06/12/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,2.00,2784.00
47,2020,16/11/2020,22/11/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,10.00,10424.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,4,4.00,4011.00
21,2022,23/05/2022,29/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,2,1.00,44667.00
47,2020,16/11/2020,22/11/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,4,7.00,7296.00
36,2022,05/09/2022,11/09/2022,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,4,1.00,2138.00
13,2021,29/03/2021,04/04/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,2.00,10622.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,1,1.00,467.00
8,2022,21/02/2022,27/02/2022,64,GIRONA,6400,GIRONA,Dona,45 a 59,4,1.00,38332.00
36,2021,06/09/2021,12/09/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,9835.00
52,2020,21/12/2020,27/12/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,60 a 69,3,2.00,51182.00
40,2020,28/09/2020,04/10/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3919.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,60 a 69,3,3.00,45804.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,2.00,5029.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,3.00,14700.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,2.00,6781.00
17,2020,20/04/2020,26/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,4,1.00,4495.00
13,2020,23/03/2020,29/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,17.00,21579.00
37,2020,07/09/2020,13/09/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,1.00,7660.00
7,2021,15/02/2021,21/02/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,1.00,11937.00
45,2022,07/11/2022,13/11/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,3,1.00,19692.00
17,2021,26/04/2021,02/05/2021,61,LLEIDA,6100,LLEIDA,Home,80 o més,3,1.00,5403.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,8.00,7972.00
18,2020,27/04/2020,03/05/2020,64,GIRONA,6400,GIRONA,Dona,60 a 69,4,1.00,18238.00
5,2022,31/01/2022,06/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,3.00,120890.00
13,2021,29/03/2021,04/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,1.00,51040.00
14,2021,05/04/2021,11/04/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,4,1.00,5772.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,2.00,54706.00
20,2020,11/05/2020,17/05/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,60 a 69,3,1.00,23752.00
10,2021,08/03/2021,14/03/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,45 a 59,2,1.00,70104.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,3,3.00,56180.00
4,2022,24/01/2022,30/01/2022,78,BARCELONA,7801,METROPOLITANA SUD,Dona,45 a 59,3,1.00,110653.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,2.00,18574.00
29,2021,19/07/2021,25/07/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,4.00,6781.00
2,2021,11/01/2021,17/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,3,9.00,30684.00
46,2020,09/11/2020,15/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,19611.00
10,2021,08/03/2021,14/03/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,1.00,12919.00
18,2022,02/05/2022,08/05/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,4,1.00,7260.00
11,2020,09/03/2020,15/03/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,60 a 69,3,1.00,19611.00
44,2021,01/11/2021,07/11/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,1.00,3926.00
36,2020,31/08/2020,06/09/2020,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,1.00,6609.00
19,2020,04/05/2020,10/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,70 a 79,3,2.00,11926.00
6,2022,07/02/2022,13/02/2022,61,LLEIDA,6100,LLEIDA,Home,60 a 69,3,1.00,12911.00
26,2020,22/06/2020,28/06/2020,61,LLEIDA,6100,LLEIDA,Home,80 o més,4,1.00,2784.00
16,2020,13/04/2020,19/04/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,4,4.00,3730.00
33,2021,16/08/2021,22/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,9.00,18414.00
30,2022,25/07/2022,31/07/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,2,3.00,15344.00
36,2022,05/09/2022,11/09/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,3,1.00,120890.00
25,2020,15/06/2020,21/06/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,80 o més,3,3.00,8101.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,3,1.00,112394.00
4,2021,25/01/2021,31/01/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,70 a 79,3,2.00,12919.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,18.00,27024.00
22,2021,31/05/2021,06/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,1,1.00,14788.00
12,2020,16/03/2020,22/03/2020,64,GIRONA,6400,GIRONA,Home,70 a 79,3,4.00,17766.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,45 a 59,2,1.00,49170.00
24,2020,08/06/2020,14/06/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,3,1.00,54377.00
3,2021,18/01/2021,24/01/2021,64,GIRONA,6400,GIRONA,Dona,45 a 59,4,1.00,37341.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,70 a 79,2,1.00,9899.00
29,2022,18/07/2022,24/07/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,80 o més,3,1.00,2949.00
7,2021,15/02/2021,21/02/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,45 a 59,2,1.00,51208.00
1,2022,03/01/2022,09/01/2022,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,27587.00
43,2020,19/10/2020,25/10/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,80 o més,4,1.00,2630.00
14,2022,04/04/2022,10/04/2022,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,2,1.00,8740.00
5,2021,01/02/2021,07/02/2021,64,GIRONA,6400,GIRONA,Dona,60 a 69,3,1.00,27775.00
52,2021,27/12/2021,02/01/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,2.00,6428.00
47,2020,16/11/2020,22/11/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,4,5.00,3889.00
5,2022,31/01/2022,06/02/2022,71,ALT PIRINEU I ARAN,7100,ALT PIRINEU I ARAN,Dona,70 a 79,3,1.00,2954.00
31,2021,02/08/2021,08/08/2021,78,BARCELONA,7801,METROPOLITANA SUD,Dona,80 o més,4,4.00,6781.00
39,2020,21/09/2020,27/09/2020,64,GIRONA,6400,GIRONA,Home,60 a 69,3,1.00,26069.00
13,2020,23/03/2020,29/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,80 o més,3,39.00,13968.00
27,2022,04/07/2022,10/07/2022,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,1,7.00,7972.00
24,2021,14/06/2021,20/06/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,80 o més,2,2.00,32266.00
31,2021,02/08/2021,08/08/2021,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,70 a 79,3,1.00,14945.00
35,2020,24/08/2020,30/08/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,1.00,17981.00
15,2021,12/04/2021,18/04/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,2.00,51040.00
34,2020,17/08/2020,23/08/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21579.00
42,2022,17/10/2022,23/10/2022,64,GIRONA,6400,GIRONA,Home,80 o més,4,1.00,6456.00
16,2020,13/04/2020,19/04/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,1,3.00,16205.00
17,2020,20/04/2020,26/04/2020,78,BARCELONA,7801,METROPOLITANA SUD,Home,45 a 59,3,3.00,107038.00
18,2020,27/04/2020,03/05/2020,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Home,80 o més,3,3.00,6330.00
1,2021,04/01/2021,10/01/2021,64,GIRONA,6400,GIRONA,Dona,80 o més,4,9.00,10622.00
12,2020,16/03/2020,22/03/2020,78,BARCELONA,7802,METROPOLITANA NORD,Dona,60 a 69,4,2.00,22375.00
1,2021,04/01/2021,10/01/2021,78,BARCELONA,7802,METROPOLITANA NORD,Home,60 a 69,3,2.00,51040.00
30,2021,26/07/2021,01/08/2021,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,3.00,12219.00
4,2021,25/01/2021,31/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,45 a 59,2,1.00,75426.00
37,2021,13/09/2021,19/09/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Home,70 a 79,2,1.00,26783.00
43,2020,19/10/2020,25/10/2020,78,BARCELONA,7802,METROPOLITANA NORD,Home,80 o més,3,6.00,17981.00
32,2022,08/08/2022,14/08/2022,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,3,1.00,10684.00
20,2022,16/05/2022,22/05/2022,78,BARCELONA,7801,METROPOLITANA SUD,Home,80 o més,2,2.00,5186.00
3,2021,18/01/2021,24/01/2021,78,BARCELONA,7803,BARCELONA CIUTAT,Dona,70 a 79,3,1.00,21237.00
11,2020,09/03/2020,15/03/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Dona,60 a 69,3,1.00,19527.00
6,2022,07/02/2022,13/02/2022,78,BARCELONA,7802,METROPOLITANA NORD,Dona,80 o més,4,3.00,12433.00
45,2020,02/11/2020,08/11/2020,64,GIRONA,6400,GIRONA,Dona,70 a 79,4,1.00,13608.00
14,2020,30/03/2020,05/04/2020,64,GIRONA,6400,GIRONA,Home,45 a 59,3,1.00,54377.00
48,2020,23/11/2020,29/11/2020,78,BARCELONA,7803,BARCELONA CIUTAT,Home,80 o més,4,2.00,3919.00
52,2021,27/12/2021,02/01/2022,64,GIRONA,6400,GIRONA,Dona,80 o més,3,2.00,17568.00
1,2021,04/01/2021,10/01/2021,62,CAMP DE TARRAGONA,6200,CAMP DE TARRAGONA,Dona,80 o més,4,1.00,5908.00
20,2020,11/05/2020,17/05/2020,67,CATALUNYA CENTRAL,6700,CATALUNYA CENTRAL,Home,60 a 69,3,1.00,19181.00
14,2020,30/03/2020,05/04/2020,63,TERRES DE L'EBRE,6300,TERRES DE L'EBRE,Dona,70 a 79,3,1.00,5932.00
